gestor_red,provincia,municipio,lat,lon,subestacion_nombre,subestacion,kv,cap_disp,cap_comp,cap_ocup,cap_no_eval,comentarios,cap_total,porcentaje_disponible,color,radius
VIESGO,Asturias,Valdés,43.531231,-6.522582,ALMUÑA,101,20.0,7.9140000000000015,0.0,17.086,0.0,,25.0,31.7,yellow,3.4641807210273865
VIESGO,Asturias,Valdés,43.531231,-6.522582,ALMUÑA,101,132.0,30.0,0.0,0.0,0.0,,30.0,100.0,green,3.557016865232864
VIESGO,Asturias,Coaña,43.478806,-6.730786,ARBON,158,30.0,1.9060000000000001,0.0,23.094,0.0,,25.0,7.6,orange,3.4641807210273865
VIESGO,Asturias,Coaña,43.478806,-6.730786,ARBON,158,132.0,30.0,0.0,79.0,0.0,,109.0,27.5,yellow,5.0238279436794055
VIESGO,Asturias,Cabrales,43.300845,-4.809833,ARENAS,540,132.0,12.0,0.0,0.0,0.0,,12.0,100.0,green,3.2228067460931458
VIESGO,Asturias,Mieres del Camino,43.274761,-5.827762,BAIÑA,212,12.0,0.0,0.0,1.949,0.0,,1.95,0.0,red,3.036187529011295
VIESGO,Asturias,Mieres del Camino,43.274761,-5.827762,BAIÑA,212,30.0,1.3850000000000002,0.0,0.6,0.0,,1.99,69.8,lightgreen,3.0368559492495746
VIESGO,Asturias,Cabrales,43.260083,-4.831409,CAMARMEÑA,560,132.0,15.0,0.0,0.0,0.0,,15.0,100.0,green,3.278508432616432
VIESGO,Asturias,Lena,43.104724,-5.814095,CAMPOMANES,754,12.0,0.19,0.0,1.096,0.0,,1.29,14.8,orange,3.023877456289649
VIESGO,Asturias,Lena,43.104724,-5.814095,CAMPOMANES,754,30.0,0.0,0.0,0.0,0.0,,0.0,0.0,red,3.0
VIESGO,Asturias,Cangas de Onís,43.344266,-5.131372,CANGAS,574,132.0,10.0,0.0,0.0,0.0,,10.0,100.0,green,3.1856722884109545
VIESGO,Asturias,Illano,43.389233,-6.822408,DOIRAS,59,30.0,7.5,0.0,0.0,0.0,,7.5,100.0,green,3.139254216308216
VIESGO,Asturias,Illano,43.389233,-6.822408,DOIRAS,59,132.0,30.0,0.0,0.0,0.0,,30.0,100.0,green,3.557016865232864
VIESGO,Asturias,Allande,43.270763,-6.677089,EL PALO,82,132.0,0.0,0.0,0.0,0.0,,0.0,0.0,red,3.0
VIESGO,Asturias,Aller,43.139456,-5.576014,ENTREPEÑAS,192,12.0,1.556,0.0,2.517,0.0,,4.07,38.2,yellow,3.075624323069782
VIESGO,Asturias,Aller,43.139456,-5.576014,ENTREPEÑAS,192,30.0,1.556,0.0,0.0,0.0,,1.56,100.0,green,3.0288906080767446
VIESGO,Asturias,Navia,43.538533,-6.765902,JARRIO,93,20.0,6.35,0.0,12.123000000000001,0.0,,18.47,34.4,yellow,3.3429924183815567
VIESGO,Asturias,Navia,43.538533,-6.765902,JARRIO,93,132.0,9.0,0.0,0.0,0.0,,9.0,100.0,green,3.167105059569859
VIESGO,Asturias,Mieres del Camino,43.076133,-5.765557,LA_OLLA,462,12.0,1.556,0.0,7.536,0.0,,9.09,17.1,orange,3.16881324462324
VIESGO,Asturias,Mieres del Camino,43.076133,-5.765557,LA_OLLA,462,30.0,1.556,0.0,0.0,0.0,,1.56,100.0,green,3.0288906080767446
VIESGO,Asturias,Aller,43.166403,-5.736331,MOREDA,685,12.0,1.556,0.0,3.342,0.0,,4.9,31.8,yellow,3.0909422868636858
VIESGO,Asturias,Aller,43.166403,-5.736331,MOREDA,685,30.0,1.556,0.0,0.0,0.0,,1.56,100.0,green,3.0288906080767446
VIESGO,Asturias,Tineo,43.38946,-6.395436,PICO GALLO,1040,132.0,35.0,0.0,0.0,0.0,,35.0,100.0,green,3.6498530094383415
VIESGO,Asturias,Lena,43.145121,-5.824727,POLA_LENA,838,12.0,1.556,0.0,4.235,0.0,,5.79,26.9,yellow,3.107522822218784
VIESGO,Asturias,Lena,43.145121,-5.824727,POLA_LENA,838,30.0,1.556,0.0,0.0,0.0,,1.56,100.0,green,3.0288906080767446
VIESGO,Asturias,Mieres del Camino,43.236145,-5.778601,POLIGONO,430,12.0,0.30600000000000005,0.0,8.665,0.0,,8.97,3.4,orange,3.1665666099334673
VIESGO,Asturias,Mieres del Camino,43.236145,-5.778601,POLIGONO,430,30.0,1.556,0.0,0.0,0.0,,1.56,100.0,green,3.0288906080767446
VIESGO,Asturias,Mieres del Camino,43.274687,-5.824701,POLIGONO DE BAIÑA,1757,30.0,1.985,0.0,24.304,0.0,,26.29,7.6,orange,3.4881138790035586
VIESGO,Asturias,Mieres del Camino,43.274687,-5.824701,POLIGONO DE BAIÑA,1757,132.0,1.985,0.0,0.0,0.0,,1.98,100.0,green,3.0368559492495746
VIESGO,Asturias,Vegadeo,43.462031,-7.021901,PORZUN,978,20.0,8.95,0.0,12.132000000000001,0.0,,21.08,42.5,yellow,3.391434318427975
VIESGO,Asturias,Vegadeo,43.462031,-7.021901,PORZUN,978,132.0,11.0,0.0,0.0,0.0,,11.0,100.0,green,3.2042395172520504
VIESGO,Asturias,Illano,43.423204,-6.820978,SAN_LUIS,236,30.0,7.5,0.0,0.0,0.0,,7.5,100.0,green,3.139254216308216
VIESGO,Asturias,Mieres del Camino,43.197773,-5.782067,SANTA_CRUZ,328,12.0,0.382,0.0,5.918,0.0,,6.3,6.1,orange,3.1169735416989015
VIESGO,Asturias,Mieres del Camino,43.197773,-5.782067,SANTA_CRUZ,328,30.0,0.656,0.0,56.415,2.5,,59.57,1.1,orange,4.106068389292898
VIESGO,Asturias,Mieres del Camino,43.197773,-5.782067,SANTA_CRUZ,328,132.0,1.556,0.0,45.0,0.0,,46.56,3.3,orange,3.8644159059260406
VIESGO,Asturias,Grandas,43.242788,-6.854657,SANZO,1015,12.0,0.0,0.0,1.866,0.0,,1.87,0.0,red,3.034646449017484
VIESGO,Asturias,Grandas,43.242788,-6.854657,SANZO,1015,132.0,100.0,0.0,0.0,0.0,Capacidad limitada según art. 3.2 Especificaciones de Detalle Capacidad Firme,100.0,100.0,green,4.856722884109547
VIESGO,Asturias,Siero,43.379344,-5.757029,SIERO,668,132.0,0.0,0.0,0.0,0.0,,0.0,0.0,red,3.0
VIESGO,Asturias,Tapia de Casariego,43.561224,-6.939191,TAPIA,513,20.0,9.43,0.0,4.946,0.0,,14.38,65.6,lightgreen,3.2669224818195883
VIESGO,Asturias,Lena,43.026863,-5.838503,TELLEDO,28,30.0,0.0,0.0,30.96,0.0,,30.96,0.0,red,3.5748414049203157
VIESGO,Burgos,Arija,42.988278,-3.963625,ARIJA,161,12.0,0.0,0.0,2.202,0.0,,2.2,0.0,red,3.040885037908092
VIESGO,Burgos,Arija,42.988278,-3.963625,ARIJA,161,30.0,0.0,0.0,0.0,0.0,,0.0,0.0,red,3.0
VIESGO,Burgos,Melgar de Fernamental,42.40287,-4.230315,MELGAR,594,12.0,0.12,0.0,4.615,0.0,,4.74,2.5,orange,3.087915828562587
VIESGO,Burgos,Melgar de Fernamental,42.40287,-4.230315,MELGAR,594,30.0,0.0,0.0,0.0,0.0,,0.0,0.0,red,3.0
VIESGO,Burgos,Villadiego,42.510118,-4.023715,VILLADIEGO,429,12.0,0.0,0.0,1.528,0.0,,1.53,0.0,red,3.028370725669194
VIESGO,Burgos,Villadiego,42.510118,-4.023715,VILLADIEGO,429,30.0,0.0,0.0,0.0,0.0,,0.0,0.0,red,3.0
VIESGO,Palencia,Aguilar de Campoo,42.783672,-4.254044,AGUILAR_P,1,12.0,1.459,0.0,4.541,0.0,,6.0,24.3,orange,3.111403373046573
VIESGO,Palencia,Aguilar de Campoo,42.783672,-4.254044,AGUILAR_P,1,30.0,2.0,0.0,0.0,0.0,,2.0,100.0,green,3.037134457682191
VIESGO,Cantabria,Bárcena de Cicero,43.423219,-3.533135,AMBROSERO,159,12.0,0.8734109315071527,0.0,6.358,0.0,,7.23,12.1,orange,3.134267261609293
VIESGO,Cantabria,Bárcena de Cicero,43.423219,-3.533135,AMBROSERO,159,55.0,0.0,0.0,0.0,0.0,,0.0,0.0,red,3.0
VIESGO,Cantabria,Arenas de Iguña,43.174144,-4.05625,ARENAS_IGUNA,1021,12.0,1.1348142820646956,0.0,6.433,0.0,,7.57,15.0,orange,3.140513339602006
VIESGO,Cantabria,Arenas de Iguña,43.174144,-4.05625,ARENAS_IGUNA,1021,55.0,0.0,0.0,2.78,0.0,,2.78,0.0,red,3.0516168961782455
VIESGO,Cantabria,Escalante,43.449261,-3.496373,ARGOÑOS,623,12.0,0.8760697166867788,0.0,14.354,6.56,,21.79,4.0,orange,3.4045812108931477
VIESGO,Cantabria,Escalante,43.449261,-3.496373,ARGOÑOS,623,55.0,0.0,0.0,0.0,0.0,,0.0,0.0,red,3.0
VIESGO,Cantabria,El Astillero,43.396089,-3.826795,ASTILLERO,151,12.0,1.1130000000000002,0.0,38.88699999999999,4.66,,44.66,2.5,orange,3.8292124400433236
VIESGO,Cantabria,El Astillero,43.396089,-3.826795,ASTILLERO,151,55.0,0.0,0.0,87.46950000000001,0.0,,87.47,0.0,red,4.6240662231162
VIESGO,Cantabria,Brañavieja,43.035193,-4.356917,BRAÑAVIEJA,327,12.0,2.0,0.0,2.839,0.0,,4.84,41.3,yellow,3.089846820362061
VIESGO,Cantabria,Brañavieja,43.035193,-4.356917,BRAÑAVIEJA,327,30.0,0.0,0.0,0.0,0.0,,0.0,0.0,red,3.0
VIESGO,Cantabria,Cabezón de la Sal,43.312163,-4.244248,CABEZON,56,12.0,0.18100000000000005,0.0,13.319,0.0,,13.5,1.3,orange,3.250657589354789
VIESGO,Cantabria,Cabezón de la Sal,43.312163,-4.244248,CABEZON,56,55.0,0.0,0.0,0.0,0.0,,0.0,0.0,red,3.0
VIESGO,Cantabria,Camarto,43.4359,-3.868017,CACICEDO,533,12.0,4.77,0.0,46.443,10.0,,61.21,7.8,orange,4.136555779049977
VIESGO,Cantabria,Camarto,43.4359,-3.868017,CACICEDO,533,55.0,0.0,0.0,95.0,6.0,,101.0,0.0,red,4.875290112950642
VIESGO,Cantabria,Santander,43.450884,-3.833555,CANDINA,95,12.0,4.71,0.0,40.5,0.0,,45.21,10.4,orange,3.839424415905926
VIESGO,Cantabria,Santander,43.450884,-3.833555,CANDINA,95,55.0,0.0,0.0,0.0,0.0,,0.0,0.0,red,3.0
VIESGO,Cantabria,Villacarriedo,43.242381,-3.836729,CARRIEDO,788,12.0,1.1693982199577684,0.0,4.379,0.0,,5.55,21.1,orange,3.1030183794514827
VIESGO,Cantabria,Villacarriedo,43.242381,-3.836729,CARRIEDO,788,55.0,0.0,0.0,0.0,0.0,,0.0,0.0,red,3.0
VIESGO,Cantabria,Celis,43.280386,-4.439203,CELIS,1072,12.0,0.369,0.0,1.131,0.0,,1.5,24.6,orange,3.027850843261643
VIESGO,Cantabria,Celis,43.280386,-4.439203,CELIS,1072,55.0,0.0,0.0,0.0,0.0,,0.0,0.0,red,3.0
VIESGO,Cantabria,Solórzano,43.392739,-3.524104,CICERO,133,55.0,0.0,0.0,0.0,0.0,,0.0,0.0,red,3.0
VIESGO,Cantabria,Comillas,43.369066,-4.281277,COMILLAS,153,12.0,3.01,0.0,4.167,0.0,,7.18,41.9,yellow,3.133257001392542
VIESGO,Cantabria,Comillas,43.369066,-4.281277,COMILLAS,153,55.0,0.0,0.0,0.0,0.0,,0.0,0.0,red,3.0
VIESGO,Cantabria,Santa Cruz de Bezana,43.463013,-3.877841,CORBAN,877,12.0,4.4510000000000005,0.0,15.549,0.0,,20.0,22.3,orange,3.3713445768219095
VIESGO,Cantabria,Santa Cruz de Bezana,43.463013,-3.877841,CORBAN,877,55.0,0.0,0.0,2.65,0.0,,2.65,0.0,red,3.049203156428903
VIESGO,Cantabria,Los Corrales de Buelna,43.252091,-4.069228,CORRALES,264,12.0,0.48695245673706733,0.0,11.011,0.0,,11.5,4.2,orange,3.213485114468273
VIESGO,Cantabria,Los Corrales de Buelna,43.252091,-4.069228,CORRALES,264,55.0,0.0,0.0,6.0,0.0,,6.0,0.0,red,3.111403373046573
VIESGO,Cantabria,Entrambasaguas,43.391071,-3.719038,EL_BOSQUE,33,12.0,0.7160709179686658,0.0,15.872,0.0,,16.59,4.3,orange,3.307994508766245
VIESGO,Cantabria,Entrambasaguas,43.391071,-3.719038,EL_BOSQUE,33,55.0,0.0,0.0,0.0,0.0,,0.0,0.0,red,3.0
VIESGO,Cantabria,Camargo,43.40532,-3.901336,ESCOBEDO,890,12.0,5.58,0.0,6.42,0.0,,12.0,46.5,yellow,3.2228067460931458
VIESGO,Cantabria,Camargo,43.40532,-3.901336,ESCOBEDO,890,55.0,0.0,0.0,0.0,0.0,,0.0,0.0,red,3.0
VIESGO,Cantabria,Herrerías,43.329647,-4.506675,HERRERIAS,8500,12.0,1.368,0.0,0.132,0.0,,1.5,91.2,green,3.027850843261643
VIESGO,Cantabria,Herrerías,43.329647,-4.506675,HERRERIAS,8500,55.0,0.0,0.0,0.0,0.0,,0.0,0.0,red,3.0
VIESGO,Cantabria,Labarces,43.323465,-4.382978,LABARCES,32,12.0,0.0,0.0,2.683,0.0,,2.68,0.0,red,3.049815874980659
VIESGO,Cantabria,Labarces,43.323465,-4.382978,LABARCES,32,55.0,0.0,0.0,0.0,0.0,,0.0,0.0,red,3.0
VIESGO,Cantabria,Labarces,43.323465,-4.382978,LABARCES,32,132.0,0.0,0.0,0.0,0.0,,0.0,0.0,red,3.0
VIESGO,Cantabria,Peñarrubia,43.252299,-4.608957,LA_HERMIDA,126,12.0,0.506,0.0,0.494,0.0,,1.0,50.6,lightgreen,3.0185672288410954
VIESGO,Cantabria,Peñarrubia,43.252299,-4.608957,LA_HERMIDA,126,30.0,0.0,0.0,5.306,0.0,,5.31,0.0,red,3.0985177162308526
VIESGO,Cantabria,Peñarrubia,43.252299,-4.608957,LA_HERMIDA,126,132.0,7.0,0.0,0.0,0.0,,7.0,100.0,green,3.1299706018876683
VIESGO,Cantabria,Santander,43.475085,-3.800606,LAS_LLAMAS,303,12.0,4.69,0.0,22.577,0.0,,27.27,17.2,orange,3.5062726288101502
VIESGO,Cantabria,Santander,43.475085,-3.800606,LAS_LLAMAS,303,55.0,0.0,0.0,0.0,0.0,,0.0,0.0,red,3.0
VIESGO,Cantabria,Arnuero,43.471365,-3.585499,LA_VENERA,188,12.0,1.0541718019472777,0.0,15.771,0.0,,16.83,6.3,orange,3.3123968151375016
VIESGO,Cantabria,Arnuero,43.471365,-3.585499,LA_VENERA,188,55.0,0.0,0.0,0.0,0.0,,0.0,0.0,red,3.0
VIESGO,Cantabria,El Astillero,43.41433,-3.841276,MALIAÑO,707,12.0,0.0,0.0,25.515,0.0,,25.52,0.0,red,3.473742843880551
VIESGO,Cantabria,El Astillero,43.41433,-3.841276,MALIAÑO,707,55.0,0.0,0.0,5.093,0.0,,5.09,0.0,red,3.094562896487699
VIESGO,Cantabria,Mataporquera,42.879351,-4.159725,MATAPORQUERA,370,30.0,2.0,0.0,17.471,0.0,,19.47,10.3,orange,3.36152251276497
VIESGO,Cantabria,Mataporquera,42.879351,-4.159725,MATAPORQUERA,370,132.0,0.0,0.0,66.0,50.0,,116.0,0.0,red,5.153798545567074
VIESGO,Cantabria,Entrambasaguas,43.398004,-3.742632,M_CUDEYO,373,12.0,0.5254498848486521,0.0,9.3813745847904,0.0,,9.91,5.3,orange,3.1839422770163526
VIESGO,Cantabria,Entrambasaguas,43.398004,-3.742632,M_CUDEYO,373,55.0,0.0,0.0,42.95,0.0,,42.95,0.0,red,3.79746247872505
VIESGO,Cantabria,Los Corrales de Buelna,43.256277,-4.058998,MECOBUSA,1013,55.0,0.0,0.0,19.8,0.0,,19.8,0.0,red,3.3676311310536904
VIESGO,Cantabria,San Miguel de Meruelo,43.431026,-3.607621,MERUELO,1782,12.0,0.6666409588408775,0.0,4.697,0.0,,5.36,12.4,orange,3.0995879491042713
VIESGO,Cantabria,San Miguel de Meruelo,43.431026,-3.607621,MERUELO,1782,55.0,0.0,0.0,0.0,0.0,,0.0,0.0,red,3.0
VIESGO,Cantabria,Camargo,43.437387,-3.8425,N_MONTAÑA,1000,12.0,1.22,0.0,11.847,0.0,,13.07,9.3,orange,3.2426179792665946
VIESGO,Cantabria,Camargo,43.437387,-3.8425,N_MONTAÑA,1000,55.0,0.0,0.0,4.3,0.0,,4.3,0.0,red,3.0798390840167107
VIESGO,Cantabria,Ojedo,43.164829,-4.60893,OJEDO,704,12.0,0.06,0.0,4.646,0.0,,4.71,1.3,orange,3.0873773789261953
VIESGO,Cantabria,Ojedo,43.164829,-4.60893,OJEDO,704,30.0,0.0,0.0,0.0,0.0,,0.0,0.0,red,3.0
VIESGO,Cantabria,Penagos,43.347159,-3.824621,PENAGOS,329,12.0,1.986,0.0,5.514,0.0,,7.5,26.5,yellow,3.139254216308216
VIESGO,Cantabria,Penagos,43.347159,-3.824621,PENAGOS,329,55.0,0.0,0.0,0.0,0.0,,0.0,0.0,red,3.0
VIESGO,Cantabria,Tudanca,43.149302,-4.378098,PEÑA BEJO,26,12.0,0.913,0.0,0.587,0.0,,1.5,60.9,lightgreen,3.027850843261643
VIESGO,Cantabria,Tudanca,43.149302,-4.378098,PEÑA BEJO,26,55.0,0.0,0.0,0.0,0.0,,0.0,0.0,red,3.0
VIESGO,Cantabria,Valderredible,42.804563,-3.94829,POLIENTES,903,12.0,0.31,0.0,5.514,0.0,,5.82,5.3,orange,3.10813554077054
VIESGO,Cantabria,Valderredible,42.804563,-3.94829,POLIENTES,903,30.0,0.0,0.0,0.0,0.0,,0.0,0.0,red,3.0
VIESGO,Cantabria,Santander,43.450082,-3.878654,PT_SANTANDER,8,12.0,2.67,0.0,17.33,0.0,,20.0,13.4,orange,3.3713445768219095
VIESGO,Cantabria,Santander,43.450082,-3.878654,PT_SANTANDER,8,55.0,0.0,0.0,0.0,0.0,,0.0,0.0,red,3.0
VIESGO,Cantabria,Santander,43.440579,-3.832956,PUERTO,13,12.0,2.201,0.0,3.449,0.0,,5.65,39.0,yellow,3.1049048429521893
VIESGO,Cantabria,Santander,43.440579,-3.832956,PUERTO,13,55.0,0.0,0.0,32.15,0.0,,32.15,0.0,red,3.5969364072412193
VIESGO,Cantabria,Ramales de la Victoria,43.261604,-3.468807,RAMALES,87,12.0,0.8509429388870692,0.0,4.571,0.0,,5.42,15.7,orange,3.100670455309678
VIESGO,Cantabria,Ramales de la Victoria,43.261604,-3.468807,RAMALES,87,55.0,0.0,0.0,0.0,0.0,,0.0,0.0,red,3.0
VIESGO,Cantabria,Reinosa,42.98813,-4.142533,REINOSA,302,12.0,2.0,0.0,9.624,10.0,,21.62,9.2,orange,3.4014977564598485
VIESGO,Cantabria,Reinosa,42.98813,-4.142533,REINOSA,302,30.0,2.0,0.0,13.95,0.0,,15.95,12.5,orange,3.296147300015473
VIESGO,Cantabria,Reinosa,42.98813,-4.142533,REINOSA,302,132.0,0.0,0.0,0.0,0.0,,0.0,0.0,red,3.0
VIESGO,Cantabria,Piélagos,43.359371,-3.956452,RENEDO,756,12.0,0.526,0.0,15.703,0.0,,16.23,3.2,orange,3.3013275568621383
VIESGO,Cantabria,Piélagos,43.359371,-3.956452,RENEDO,756,55.0,0.0,0.0,0.0,0.0,,0.0,0.0,red,3.0
VIESGO,Cantabria,Reocín,43.335582,-4.099284,REOCIN,99,12.0,3.37,0.0,13.29,0.0,,16.66,20.2,orange,3.3093300324926505
VIESGO,Cantabria,Reocín,43.335582,-4.099284,REOCIN,99,55.0,0.0,0.0,4.36,0.0,,4.36,0.0,red,3.080953117747176
VIESGO,Cantabria,Santillana del Mar,43.368125,-4.052804,RIAÑO,1759,12.0,0.526,0.0,20.069,0.45,,21.04,2.5,orange,3.390747330960854
VIESGO,Cantabria,Santillana del Mar,43.368125,-4.052804,RIAÑO,1759,55.0,0.0,0.0,0.0,0.0,,0.0,0.0,red,3.0
VIESGO,Cantabria,Rionansa,43.22267,-4.38625,ROZADIO,1071,55.0,0.0,0.0,0.0,0.0,,0.0,0.0,red,3.0
VIESGO,Cantabria,Torrelavega,43.357407,-4.077529,SAN_MIGUEL,957,12.0,0.0,0.0,56.163000000000004,0.0,,56.16,0.0,red,4.042791273402445
VIESGO,Cantabria,Torrelavega,43.357407,-4.077529,SAN_MIGUEL,957,55.0,0.0,0.0,20.09,25.0,,45.09,0.0,red,3.8371963484449947
VIESGO,Cantabria,Torrelavega,43.357407,-4.077529,SAN_MIGUEL,957,132.0,0.0,0.0,0.0,0.0,,0.0,0.0,red,3.0
VIESGO,Cantabria,Torrelavega,43.375704,-4.046363,SOLVAY_N,23,55.0,0.0,0.0,57.2,0.0,,57.2,0.0,red,4.062045489710661
VIESGO,Cantabria,San Vicente de la Barquera,43.358889,-4.389108,S_VICENTE,996,12.0,0.0,0.0,17.417,0.0,,17.42,0.0,red,3.32338542472536
VIESGO,Cantabria,San Vicente de la Barquera,43.358889,-4.389108,S_VICENTE,996,55.0,0.0,0.0,0.0,0.0,,0.0,0.0,red,3.0
VIESGO,Cantabria,Torrelavega,43.32795,-4.046547,TANOS,1010,12.0,0.6381128645933631,0.0,20.448,7.0,,28.09,2.3,orange,3.5214812848137402
VIESGO,Cantabria,Torrelavega,43.32795,-4.046547,TANOS,1010,55.0,0.0,0.0,0.0,17.3,,17.3,0.0,red,3.321213058950952
VIESGO,Cantabria,Santander,43.464532,-3.806335,TANTIN,125,12.0,4.2497300000000005,0.0,23.75027,0.0,,28.0,15.2,orange,3.519882407550673
VIESGO,Cantabria,Santander,43.464532,-3.806335,TANTIN,125,55.0,0.0,0.0,0.0,0.0,,0.0,0.0,red,3.0
VIESGO,Cantabria,Vega de Liébana,43.212846,-3.945089,TORANZO,518,12.0,0.985916073763641,0.0,4.783,0.0,,5.77,17.1,orange,3.1071127849066436
VIESGO,Cantabria,Vega de Liébana,43.212846,-3.945089,TORANZO,518,55.0,0.0,0.0,0.0,0.0,,0.0,0.0,red,3.0
VIESGO,Cantabria,Molledo,43.119506,-4.046824,TORINA,363,12.0,0.8334459945890726,0.0,7.618,0.0,,8.45,9.9,orange,3.156919931819695
VIESGO,Cantabria,Molledo,43.119506,-4.046824,TORINA,363,55.0,0.0,0.0,8.35,0.0,,8.35,0.0,red,3.1550363608231473
VIESGO,Cantabria,Bárcena de Cicero,43.396137,-3.475606,TRETO,54,12.0,0.6525825440626003,0.0,17.199,0.0,,17.85,3.7,orange,3.3314544182713153
VIESGO,Cantabria,Bárcena de Cicero,43.396137,-3.475606,TRETO,54,55.0,0.0,0.0,5.15,19.5,,24.65,0.0,red,3.4576821909330033
VIESGO,Cantabria,Ampuero,43.323432,-3.461288,UDALLA,1756,12.0,0.7289485864529048,0.0,9.753,0.0,,10.48,7.0,orange,3.194620738105268
VIESGO,Cantabria,Ampuero,43.323432,-3.461288,UDALLA,1756,55.0,0.0,0.0,0.0,0.0,,0.0,0.0,red,3.0
VIESGO,Cantabria,Peñarrubia,43.266375,-4.634082,URDON,604,30.0,0.0,0.0,4.156,0.0,,4.16,0.0,red,3.0771654030635927
VIESGO,Cantabria,Peñarrubia,43.266375,-4.634082,URDON,604,132.0,7.0,0.0,0.0,0.0,,7.0,100.0,green,3.1299706018876683
VIESGO,Cantabria,Santander,43.454523,-3.828235,VALDECILLA,22,12.0,0.8989999999999999,0.0,4.821,0.0,,5.72,15.7,orange,3.106204548971066
VIESGO,Cantabria,Santander,43.454523,-3.828235,VALDECILLA,22,55.0,0.0,0.0,4.5,0.0,,4.5,0.0,red,3.0835525297849298
VIESGO,Cantabria,Valdeolea,42.875014,-4.165098,VALDEOLEA,389,12.0,0.661,0.0,0.839,0.0,,1.5,44.1,yellow,3.027850843261643
VIESGO,Cantabria,Valdeolea,42.875014,-4.165098,VALDEOLEA,389,30.0,0.0,0.0,0.0,0.0,,0.0,0.0,red,3.0
VIESGO,Lugo,Viveiro,43.589048,-7.552885,BOIMENTE,1067,132.0,100.0,0.0,0.0,0.0,Capacidad disponible sujeta a la actualización del valor de referencia en el nudo de Boimente 400. Capacidad limitada según art. 3.2 Especificaciones de Detalle Capacidad Firme,100.0,100.0,green,4.856722884109547
VIESGO,Lugo,Vilalba,43.424908,-7.659439,CARBA,1039,132.0,70.0,0.0,0.0,0.0,Capacidad disponible sujeta a la actualización del valor de referencia en el nudo de Boimente 400,70.0,100.0,green,4.299706018876683
VIESGO,Lugo,Mondoñedo,43.42871,-7.41148,ESTELO,313,132.0,100.0,0.0,0.0,0.0,Capacidad disponible sujeta a la actualización del valor de referencia en el nudo de Boimente 400. Capacidad limitada según art. 3.2 Especificaciones de Detalle Capacidad Firme,100.0,100.0,green,4.856722884109547
VIESGO,Lugo,A Fonsagrada,43.084007,-7.132735,FONSAGRADA,1755,132.0,80.0,0.0,0.0,0.0,Capacidad disponible sujeta a la actualización del valor de referencia en el nudo de Boimente 400,80.0,100.0,green,4.485378307287638
VIESGO,Lugo,Castro de Rei,43.128495,-7.416743,LUDRIO,37,132.0,100.0,0.0,0.0,0.0,Capacidad disponible sujeta a la actualización del valor de referencia en el nudo de Boimente 400. Capacidad limitada según art. 3.2 Especificaciones de Detalle Capacidad Firme,100.0,100.0,green,4.856722884109547
VIESGO,Lugo,Mondoñedo,43.431833,-7.366829,MONDONEDO,73,132.0,68.0,0.0,0.0,0.0,Capacidad disponible sujeta a la actualización del valor de referencia en el nudo de Boimente 400,68.0,100.0,green,4.262571561194492
VIESGO,Lugo,Vilalba,43.313951,-7.66369,SETE_PONTES,1081,132.0,60.0,0.0,0.0,0.0,Capacidad disponible sujeta a la actualización del valor de referencia en el nudo de Boimente 400,60.0,100.0,green,4.114033730465728
VIESGO,Lugo,Lugo,43.017014,-7.517323,SAN_CIBRAO,77,132.0,100.0,0.0,0.0,0.0,Capacidad disponible sujeta a la actualización del valor de referencia en el nudo de Boimente 400. Capacidad limitada según art. 3.2 Especificaciones de Detalle Capacidad Firme,100.0,100.0,green,4.856722884109547
VIESGO,Lugo,Ribadeo,43.535338,-7.073353,RIBADEO,16,132.0,19.0,0.0,0.0,0.0,,19.0,100.0,green,3.352777347980814
VIESGO,Palencia,Barruelo de Santullán,42.903748,-4.283906,BARRUELO,260,12.0,0.0,0.0,1.601,0.0,,1.6,0.0,red,3.0297261333745937
VIESGO,Palencia,Barruelo de Santullán,42.903748,-4.283906,BARRUELO,260,30.0,2.0,0.0,0.0,0.0,,2.0,100.0,green,3.037134457682191
VIESGO,Palencia,Aguilar de Campoo,42.794809,-4.286685,C_AGUILAR,878,30.0,2.0,0.0,2.157,0.0,,4.16,48.1,yellow,3.0771839702924337
VIESGO,Palencia,Aguilar de Campoo,42.794809,-4.286685,C_AGUILAR,878,132.0,0.0,0.0,0.0,0.0,,0.0,0.0,red,3.0
VIESGO,Palencia,Carrión de lo Condes,42.345551,-4.606715,CARRION_N,182,12.0,0.12,0.0,5.747999999999999,0.0,,5.87,2.0,orange,3.1089524988395483
VIESGO,Palencia,Carrión de lo Condes,42.345551,-4.606715,CARRION_N,182,30.0,0.0,0.0,0.0,0.0,,0.0,0.0,red,3.0
VIESGO,Palencia,Dehesa de Montejo,42.854916,-4.489358,CERVERA,5,12.0,0.0,0.0,2.302,0.0,,2.3,0.0,red,3.0427417607922016
VIESGO,Palencia,Dehesa de Montejo,42.854916,-4.489358,CERVERA,5,30.0,0.0,0.0,0.0,0.0,,0.0,0.0,red,3.0
VIESGO,Palencia,Herrera de Pisuerga,42.599385,-4.338893,HERRERA,255,12.0,1.452,0.0,3.348,0.0,,4.8,30.2,yellow,3.0891226984372584
VIESGO,Palencia,Herrera de Pisuerga,42.599385,-4.338893,HERRERA,255,30.0,2.0,0.0,0.0,0.0,,2.0,100.0,green,3.037134457682191
